Aura;title;skill_1;;Level;Based On;Targets;Hits;Who;Chance;%;Effect 1;B Who;Turns;Places If;Chance;%;Effect 2;B Who;Turns;Places If;Chance;%;Effect 3;B Who;Turns;Places If;Chance;%;Effect 4;B Who;Turns;Places If;Chance;%;Effect 5;B Who;Turns;Places If
;MaShalled;Tornado ;Level 2;Cooldown -1;-;1;1;Self;-;30;Inc SPD;Target Ally;2;-;-;30;Inc Crit Rate;Target Ally;-;-;-;-;Extra Turn;Self;-;-;-;30;Inc SPD;Self;2;-;-;30;Inc Crit Rate;Self;-;-
;MaShalled;Open Wounds ;Level 1;-;ATK;1;1;Enemy;-;100;Heal Red;Target Ally;2;-;-;50;Inc DMG;Target Ally;-;Buff;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;MaShalled;Open Wounds ;Level 2;Damage +10%;ATK;1;1;Enemy;-;100;Heal Red;Target Ally;2;-;-;50;Inc DMG;Target Ally;-;Buff;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;MaShalled;Open Wounds ;Level 3;Damage +10%;ATK;1;1;Enemy;-;100;Heal Red;Target Ally;2;-;-;50;Inc DMG;Target Ally;-;Buff;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;MaShalled;Open Wounds ;Level 4;Cooldown -1;ATK;1;1;Enemy;-;100;Heal Red;Target Ally;2;-;-;50;Inc DMG;Target Ally;-;Buff;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Transference Bolt ;Level 1;-;DEF;1;1;Enemy;30;-;steal 1 buff;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Transference Bolt ;Level 2;Damage +5%;DEF;1;1;Enemy;30;-;steal 1 buff;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Transference Bolt ;Level 3;Chance +5%;DEF;1;1;Enemy;35;-;steal 1 buff;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Transference Bolt ;Level 4;Damage +5%;DEF;1;1;Enemy;35;-;steal 1 buff;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Transference Bolt ;Level 5;Chance +5%;DEF;1;1;Enemy;40;-;steal 1 buff;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Transference Bolt ;Level 6;Damage +5%;DEF;1;1;Enemy;40;-;steal 1 buff;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Transference Bolt ;Level 7;Chance +5%;DEF;1;1;Enemy;45;-;steal 1 buff;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Fortified Steel ;Level 1;-;-;ALL;1;Ally;-;-;Shield per LVL;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Fortified Steel ;Level 2;Shield +5%;-;ALL;1;Ally;-;-;Shield per LVL;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Fortified Steel ;Level 3;Shield +5%;-;ALL;1;Ally;-;-;Shield per LVL;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Fortified Steel ;Level 4;Shield +10%;-;ALL;1;Ally;-;-;Shield per LVL;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Fortified Steel ;Level 5;Cooldown -1;-;ALL;1;Ally;-;-;Shield per LVL;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Rescue ;Level 1;-;-;1;1;Ally;-;-;Remove ALL Debuffs;Lowest HP Ally;-;-;-;20;Heal per Self Max HP;Lowest HP Ally;-;-;-;25;Inc DEF;Lowest HP Ally;3;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Rescue ;Level 2;Heal +10%;-;1;1;Ally;-;-;Remove ALL Debuffs;Lowest HP Ally;-;-;-;30;Heal per Self Max HP;Lowest HP Ally;-;-;-;25;Inc DEF;Lowest HP Ally;3;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Rescue ;Level 3;Heal +10%;-;1;1;Ally;-;-;Remove ALL Debuffs;Lowest HP Ally;-;-;-;40;Heal per Self Max HP;Lowest HP Ally;-;-;-;25;Inc DEF;Lowest HP Ally;3;-;-;-;-;-;-;-;-;-;-;-;-;-
;Metalshaper;Rescue ;Level 4;Cooldown -1;-;1;1;Ally;-;-;Remove ALL Debuffs;Lowest HP Ally;-;-;-;40;Heal per Self Max HP;Lowest HP Ally;-;-;-;25;Inc DEF;Lowest HP Ally;3;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally SPD in all Battles by 24%.;Mortu-Macaab;Stigmata ;Level 1;-;ATK;1;1;Enemy;60;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Stigmata ;Level 2;Damage +5%;ATK;1;1;Enemy;60;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Stigmata ;Level 3;Damage +5%;ATK;1;1;Enemy;60;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Stigmata ;Level 4;Chance +10%;ATK;1;1;Enemy;70;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Stigmata ;Level 5;Damage +5%;ATK;1;1;Enemy;70;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Stigmata ;Level 6;Chance +15%;ATK;1;1;Enemy;85;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Falling from Grace ;Level 1;-;ATK/HP;ALL;2;Enemy;-;-;Block Buffs;All Enemy;2;Heal Red;50;-;Block Buffs;All Enemy;2;No Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Falling from Grace ;Level 2;Damage +10%;ATK/HP;ALL;2;Enemy;-;-;Block Buffs;All Enemy;2;Heal Red;50;-;Block Buffs;All Enemy;2;No Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Falling from Grace ;Level 3;Chance +5%;ATK/HP;ALL;2;Enemy;-;-;Block Buffs;All Enemy;2;Heal Red;55;-;Block Buffs;All Enemy;2;No Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Falling from Grace ;Level 4;Damage +10%;ATK/HP;ALL;2;Enemy;-;-;Block Buffs;All Enemy;2;Heal Red;55;-;Block Buffs;All Enemy;2;No Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Falling from Grace ;Level 5;Chance +5%;ATK/HP;ALL;2;Enemy;-;-;Block Buffs;All Enemy;2;Heal Red;60;-;Block Buffs;All Enemy;2;No Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Falling from Grace ;Level 6;Cooldown -1;ATK/HP;ALL;2;Enemy;-;-;Block Buffs;All Enemy;2;Heal Red;60;-;Block Buffs;All Enemy;2;No Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Fiery Rage [Passive] ;Level 1;-;-;1;1;Self;10;-;Unlock Peril Skill;Self;-;-;20;25;Inc Meter;Self;-;Hit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mortu-Macaab;Peril ;Level 1;-;Max HP;1;2;Enemy;-;-;Ignore Shield;Target;-;-;-;-;Ignore Block DMG;Target;-;-;-;-;Ignore DEF;Target;-;-;-;-;Block Revive;Target;-;-;-;-;-;-;-;-
;Muckstalker;Pounce ;Level 1;-;atk/hp;1;1;Enemy;30;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Pounce ;Level 2;Damage +5%;atk/hp;1;1;Enemy;30;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Pounce ;Level 3;Chance +5%;atk/hp;1;1;Enemy;35;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Pounce ;Level 4;Damage +5%;atk/hp;1;1;Enemy;35;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Pounce ;Level 5;Chance +5%;atk/hp;1;1;Enemy;40;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Pounce ;Level 6;Damage +10%;atk/hp;1;1;Enemy;40;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Pounce ;Level 7;Chance +10%;atk/hp;1;1;Enemy;50;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Strangle ;Level 1;-;ATK/HP;1;1;Enemy;-;-;sleep;Target;2;No Buffs;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Strangle ;Level 2;Damage +5%;ATK/HP;1;1;Enemy;-;-;sleep;Target;2;No Buffs;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Strangle ;Level 3;Damage +5%;ATK/HP;1;1;Enemy;-;-;sleep;Target;2;No Buffs;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Strangle ;Level 4;Damage +5%;ATK/HP;1;1;Enemy;-;-;sleep;Target;2;No Buffs;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Strangle ;Level 5;Damage +5%;ATK/HP;1;1;Enemy;-;-;sleep;Target;2;No Buffs;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Strangle ;Level 6;Cooldown -1;ATK/HP;1;1;Enemy;-;-;sleep;Target;2;No Buffs;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Muckstalker;Herbal Balm [Passive] ;Level 1;-;-;1;1;Self;-;15;Cont Heal;Self;2;20%+ ATK;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally HP in Dungeons by 25%.;Mystic Hand;Tainted Blade ;Level 1;-;ATK;1;1;Enemy;30;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Tainted Blade ;Level 2;Damage +5%;ATK;1;1;Enemy;30;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Tainted Blade ;Level 3;Chance +5%;ATK;1;1;Enemy;35;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Tainted Blade ;Level 4;Damage +10%;ATK;1;1;Enemy;35;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Tainted Blade ;Level 5;Chance +5%;ATK;1;1;Enemy;40;-;Block Buffs;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Turn the Tide ;Level 1;-;ATK;1;1;Enemy;-;-;Steal 2 Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Turn the Tide ;Level 2;Damage +5%;ATK;1;1;Enemy;-;-;Steal 2 Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Turn the Tide ;Level 3;Damage +5%;ATK;1;1;Enemy;-;-;Steal 2 Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Turn the Tide ;Level 4;Damage +5%;ATK;1;1;Enemy;-;-;Steal 2 Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Turn the Tide ;Level 5;Damage +10%;ATK;1;1;Enemy;-;-;Steal 2 Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Soul Link ;Level 1;-;-;ALL;1;Ally;-;25;Heal;Lowest HP Ally;-;-;-;-;Equalise all HP;All Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Soul Link ;Level 2;Heal +5%;-;ALL;1;Ally;-;30;Heal;Lowest HP Ally;-;-;-;-;Equalise all HP;All Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Soul Link ;Level 3;Heal +5%;-;ALL;1;Ally;-;35;Heal;Lowest HP Ally;-;-;-;-;Equalise all HP;All Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Soul Link ;Level 4;Heal +10%;-;ALL;1;Ally;-;45;Heal;Lowest HP Ally;-;-;-;-;Equalise all HP;All Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Mystic Hand;Soul Link ;Level 5;Cooldown -1;-;ALL;1;Ally;-;45;Heal;Lowest HP Ally;-;-;-;-;Equalise all HP;All Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Dark Lance ;Level 1;-;ATK;ALL;1;Enemy;-;-;-;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Dark Lance ;Level 2;Damage +5%;ATK;ALL;1;Enemy;-;-;-;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Dark Lance ;Level 3;Damage +5%;ATK;ALL;1;Enemy;-;-;-;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Dark Lance ;Level 4;Damage +5%;ATK;ALL;1;Enemy;-;-;-;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Dark Lance ;Level 5;Damage +10%;ATK;ALL;1;Enemy;-;-;-;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Unholy Contract ;Level 1;-;-;-;-;-;-;50;Ally Prot;All Ally;2;-;-;40;shield per max hp;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Unholy Contract ;Level 2;Shield +5%;-;-;-;-;-;50;Ally Prot;All Ally;2;-;-;45;shield per max hp;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Unholy Contract ;Level 3;Shield +5%;-;-;-;-;-;50;Ally Prot;All Ally;2;-;-;50;shield per max hp;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Unholy Contract ;Level 4;Cooldown -1;-;-;-;-;-;50;Ally Prot;All Ally;2;-;-;50;shield per max hp;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Steel Breaker ;Level 1;-;ATK;ALL;1;Enemy;50;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Steel Breaker ;Level 2;Damage +5%;ATK;ALL;1;Enemy;50;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Steel Breaker ;Level 3;Damage +5%;ATK;ALL;1;Enemy;50;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Steel Breaker ;Level 4;Chance +10%;ATK;ALL;1;Enemy;60;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Steel Breaker ;Level 5;Chance +15%;ATK;ALL;1;Enemy;75;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Steel Breaker ;Level 6;Cooldown -1;ATK;ALL;1;Enemy;75;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;Steel Breaker ;Level 7;Cooldown -1;ATK;ALL;1;Enemy;75;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Blood Harvest ;Level 1;-;ATK;1;3;Enemy;30;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Blood Harvest ;Level 2;Damage +10%;ATK;1;3;Enemy;30;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Blood Harvest ;Level 3;Chance +10%;ATK;1;3;Enemy;40;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Blood Harvest ;Level 4;Chance +10%;ATK;1;3;Enemy;50;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Ghastly Horrors ;Level 1;-;ATK;ALL;1;Enemy;50;-;Stun;All Enemy;1;-;-;30;Dec SPD;All Enemy;2;Stun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Ghastly Horrors ;Level 2;Chance +5%;ATK;ALL;1;Enemy;55;-;Stun;All Enemy;1;-;-;30;Dec SPD;All Enemy;2;Stun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Ghastly Horrors ;Level 3;Chance +10%;ATK;ALL;1;Enemy;65;-;Stun;All Enemy;1;-;-;30;Dec SPD;All Enemy;2;Stun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Ghastly Horrors ;Level 4;Chance +10%;ATK;ALL;1;Enemy;75;-;Stun;All Enemy;1;-;-;30;Dec SPD;All Enemy;2;Stun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Ghastly Horrors ;Level 5;Cooldown -1;ATK;ALL;1;Enemy;75;-;Stun;All Enemy;1;-;-;30;Dec SPD;All Enemy;2;Stun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Bat Swarm ;Level 1;-;ATK;ALL;1;Enemy;-;75;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Bat Swarm ;Level 2;Damage +10%;ATK;ALL;1;Enemy;-;75;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Bat Swarm ;Level 3;Damage +10%;ATK;ALL;1;Enemy;-;75;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;Bat Swarm ;Level 4;Cooldown -1;ATK;ALL;1;Enemy;-;75;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally DEF in Dungeons by 40%.;Norog;Maul ;Level 1;-;ATK;1;1;Enemy;25;50;Dec ACC;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;Maul ;Level 2;Damage +5%;ATK;1;1;Enemy;25;50;Dec ACC;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;Maul ;Level 3;Chance +5%;ATK;1;1;Enemy;30;50;Dec ACC;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;Maul ;Level 4;Damage +10%;ATK;1;1;Enemy;30;50;Dec ACC;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;Maul ;Level 5;Chance +10%;ATK;1;1;Enemy;40;50;Dec ACC;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;Ice Pillar ;Level 1;-;ATK;ALL;1;Enemy;-;-;Block Debuffs;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;Ice Pillar ;Level 2;Damage +10%;ATK;ALL;1;Enemy;-;-;Block Debuffs;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;Ice Pillar ;Level 3;Damage +10%;ATK;ALL;1;Enemy;-;-;Block Debuffs;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;Ice Pillar ;Level 4;Cooldown -1;ATK;ALL;1;Enemy;-;-;Block Debuffs;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;Thick Skin [Passive] ;Level 1;-;-;1;1;Self;-;15;Dec DMG;All Ally;-;-;-;-;Immune Stun;Self;-;-;-;-;Immune Freeze;Self;-;-;-;-;Immune Sleep;Self;-;-;-;-;-;-;-;-
;Oathbound;Shatter ;Level 1;-;atk/def;1;1;Enemy;20;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Shatter ;Level 2;Chance +5%;atk/def;1;1;Enemy;25;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Shatter ;Level 3;Chance +10%;atk/def;1;1;Enemy;35;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Shatter ;Level 4;Chance +15%;atk/def;1;1;Enemy;50;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Subjugate ;Level 1;-;DEF;1;3;Enemy;60;50;Dec ATK;Target;2;-;30;30;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Subjugate ;Level 2;Chance +5%;DEF;1;3;Enemy;65;50;Dec ATK;Target;2;-;35;30;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Subjugate ;Level 3;Chance +5%;DEF;1;3;Enemy;70;50;Dec ATK;Target;2;-;40;30;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Subjugate ;Level 4;Damage +10%;DEF;1;3;Enemy;70;50;Dec ATK;Target;2;-;40;30;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Subjugate ;Level 5;Chance +10%;DEF;1;3;Enemy;80;50;Dec ATK;Target;2;-;50;30;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Intimidate ;Level 1;-;DEF;random;4;Enemy;30;-;Block Cooldown Skills;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Intimidate ;Level 2;Chance +5%;DEF;random;4;Enemy;35;-;Block Cooldown Skills;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Intimidate ;Level 3;Chance +5%;DEF;random;4;Enemy;40;-;Block Cooldown Skills;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Intimidate ;Level 4;Chance +10%;DEF;random;4;Enemy;50;-;Block Cooldown Skills;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;Intimidate ;Level 5;Cooldown -1;DEF;random;4;Enemy;50;-;Block Cooldown Skills;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;Trick Shot ;Level 1;-;ATK;1;1;Enemy;15;-;Extra Hit;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;Trick Shot ;Level 2;Damage +5%;ATK;1;1;Enemy;15;-;Extra Hit;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;Trick Shot ;Level 3;Damage +5%;ATK;1;1;Enemy;15;-;Extra Hit;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;Trick Shot ;Level 4;Damage +5%;ATK;1;1;Enemy;15;-;Extra Hit;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;Trick Shot ;Level 5;Damage +10%;ATK;1;1;Enemy;15;-;Extra Hit;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;Puncture Bolts ;Level 1;-;ATK;1;2;Enemy;30;30;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
