Aura;title;Skill #;skill_1;;Level;Based On;Targets;Hits;Cooldown;Who;Chance;%;Effect 1;B Who;Turns;Places If;Chance;%;Effect 2;B Who;Turns;Places If;Chance;%;Effect 3;B Who;Turns;Places If;Chance;%;Effect 4;B Who;Turns;Places If;Chance;%;Effect 5;B Who;Turns;Places If
;Nazana;A1;Dark Lance ;Level 3;Damage +5%;ATK;ALL;1;-;Enemy;-;-;-;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A1;Dark Lance ;Level 4;Damage +5%;ATK;ALL;1;-;Enemy;-;-;-;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A1;Dark Lance ;Level 5;Damage +10%;ATK;ALL;1;-;Enemy;-;-;-;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A2;Unholy Contract ;Level 1;-;-;-;-;4;-;-;50;Ally Prot;All Ally;2;-;-;40;shield per max hp;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A2;Unholy Contract ;Level 2;Shield +5%;-;-;-;4;-;-;50;Ally Prot;All Ally;2;-;-;45;shield per max hp;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A2;Unholy Contract ;Level 3;Shield +5%;-;-;-;4;-;-;50;Ally Prot;All Ally;2;-;-;50;shield per max hp;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A2;Unholy Contract ;Level 4;Cooldown -1;-;-;-;3;-;-;50;Ally Prot;All Ally;2;-;-;50;shield per max hp;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A3;Steel Breaker ;Level 1;-;ATK;ALL;1;5;Enemy;50;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A3;Steel Breaker ;Level 2;Damage +5%;ATK;ALL;1;5;Enemy;50;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A3;Steel Breaker ;Level 3;Damage +5%;ATK;ALL;1;5;Enemy;50;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A3;Steel Breaker ;Level 4;Chance +10%;ATK;ALL;1;5;Enemy;60;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A3;Steel Breaker ;Level 5;Chance +15%;ATK;ALL;1;5;Enemy;75;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A3;Steel Breaker ;Level 6;Cooldown -1;ATK;ALL;1;4;Enemy;75;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nazana;A3;Steel Breaker ;Level 7;Cooldown -1;ATK;ALL;1;3;Enemy;75;50;Dec ATK;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A1;Blood Harvest ;Level 1;-;ATK;1;3;-;Enemy;30;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A1;Blood Harvest ;Level 2;Damage +10%;ATK;1;3;-;Enemy;30;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A1;Blood Harvest ;Level 3;Chance +10%;ATK;1;3;-;Enemy;40;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A1;Blood Harvest ;Level 4;Chance +10%;ATK;1;3;-;Enemy;50;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A2;Ghastly Horrors ;Level 1;-;ATK;ALL;1;5;Enemy;50;-;Stun;All Enemy;1;-;-;30;Dec SPD;All Enemy;2;Stun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A2;Ghastly Horrors ;Level 2;Chance +5%;ATK;ALL;1;5;Enemy;55;-;Stun;All Enemy;1;-;-;30;Dec SPD;All Enemy;2;Stun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A2;Ghastly Horrors ;Level 3;Chance +10%;ATK;ALL;1;5;Enemy;65;-;Stun;All Enemy;1;-;-;30;Dec SPD;All Enemy;2;Stun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A2;Ghastly Horrors ;Level 4;Chance +10%;ATK;ALL;1;5;Enemy;75;-;Stun;All Enemy;1;-;-;30;Dec SPD;All Enemy;2;Stun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A2;Ghastly Horrors ;Level 5;Cooldown -1;ATK;ALL;1;4;Enemy;75;-;Stun;All Enemy;1;-;-;30;Dec SPD;All Enemy;2;Stun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A3;Bat Swarm ;Level 1;-;ATK;ALL;1;5;Enemy;-;75;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A3;Bat Swarm ;Level 2;Damage +10%;ATK;ALL;1;5;Enemy;-;75;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A3;Bat Swarm ;Level 3;Damage +10%;ATK;ALL;1;5;Enemy;-;75;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Nethril;A3;Bat Swarm ;Level 4;Cooldown -1;ATK;ALL;1;4;Enemy;-;75;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally DEF in Dungeons by 40%.;Norog;A1;Maul ;Level 1;-;ATK;1;1;-;Enemy;25;50;Dec ACC;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;A1;Maul ;Level 2;Damage +5%;ATK;1;1;-;Enemy;25;50;Dec ACC;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;A1;Maul ;Level 3;Chance +5%;ATK;1;1;-;Enemy;30;50;Dec ACC;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;A1;Maul ;Level 4;Damage +10%;ATK;1;1;-;Enemy;30;50;Dec ACC;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;A1;Maul ;Level 5;Chance +10%;ATK;1;1;-;Enemy;40;50;Dec ACC;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;A2;Ice Pillar ;Level 1;-;ATK;ALL;1;4;Enemy;-;-;Block Debuffs;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;A2;Ice Pillar ;Level 2;Damage +10%;ATK;ALL;1;4;Enemy;-;-;Block Debuffs;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;A2;Ice Pillar ;Level 3;Damage +10%;ATK;ALL;1;4;Enemy;-;-;Block Debuffs;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;A2;Ice Pillar ;Level 4;Cooldown -1;ATK;ALL;1;3;Enemy;-;-;Block Debuffs;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Norog;P1;Thick Skin [Passive] ;Level 1;-;-;1;1;-;Self;-;15;Dec DMG;All Ally;-;-;-;-;Immune Stun;Self;-;-;-;-;Immune Freeze;Self;-;-;-;-;Immune Sleep;Self;-;-;-;-;-;-;-;-
;Oathbound;A1;Shatter ;Level 1;-;atk/def;1;1;-;Enemy;20;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A1;Shatter ;Level 2;Chance +5%;atk/def;1;1;-;Enemy;25;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A1;Shatter ;Level 3;Chance +10%;atk/def;1;1;-;Enemy;35;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A1;Shatter ;Level 4;Chance +15%;atk/def;1;1;-;Enemy;50;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A2;Subjugate ;Level 1;-;DEF;1;3;3;Enemy;60;50;Dec ATK;Target;2;-;30;30;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A2;Subjugate ;Level 2;Chance +5%;DEF;1;3;3;Enemy;65;50;Dec ATK;Target;2;-;35;30;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A2;Subjugate ;Level 3;Chance +5%;DEF;1;3;3;Enemy;70;50;Dec ATK;Target;2;-;40;30;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A2;Subjugate ;Level 4;Damage +10%;DEF;1;3;3;Enemy;70;50;Dec ATK;Target;2;-;40;30;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A2;Subjugate ;Level 5;Chance +10%;DEF;1;3;3;Enemy;80;50;Dec ATK;Target;2;-;50;30;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A3;Intimidate ;Level 1;-;DEF;random;4;5;Enemy;30;-;Block Cooldown Skills;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A3;Intimidate ;Level 2;Chance +5%;DEF;random;4;5;Enemy;35;-;Block Cooldown Skills;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A3;Intimidate ;Level 3;Chance +5%;DEF;random;4;5;Enemy;40;-;Block Cooldown Skills;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A3;Intimidate ;Level 4;Chance +10%;DEF;random;4;5;Enemy;50;-;Block Cooldown Skills;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Oathbound;A3;Intimidate ;Level 5;Cooldown -1;DEF;random;4;4;Enemy;50;-;Block Cooldown Skills;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A1;Trick Shot ;Level 1;-;ATK;1;1;-;Enemy;15;-;Extra Hit;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A1;Trick Shot ;Level 2;Damage +5%;ATK;1;1;-;Enemy;15;-;Extra Hit;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A1;Trick Shot ;Level 3;Damage +5%;ATK;1;1;-;Enemy;15;-;Extra Hit;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A1;Trick Shot ;Level 4;Damage +5%;ATK;1;1;-;Enemy;15;-;Extra Hit;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A1;Trick Shot ;Level 5;Damage +10%;ATK;1;1;-;Enemy;15;-;Extra Hit;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A2;Puncture Bolts ;Level 1;-;ATK;1;2;3;Enemy;30;30;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A2;Puncture Bolts ;Level 2;Damage +5%;ATK;1;2;3;Enemy;30;30;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A2;Puncture Bolts ;Level 3;Chance +5%;ATK;1;2;3;Enemy;35;30;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A2;Puncture Bolts ;Level 4;Damage +5%;ATK;1;2;3;Enemy;35;30;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A2;Puncture Bolts ;Level 5;Chance +5%;ATK;1;2;3;Enemy;40;30;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A2;Puncture Bolts ;Level 6;Chance +10%;ATK;1;2;3;Enemy;50;30;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A3;Deadeye's Strike ;Level 1;-;ATK;1;1;5;Enemy;30;-;extra crit chance;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A3;Deadeye's Strike ;Level 2;Damage +10%;ATK;1;1;5;Enemy;30;-;extra crit chance;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A3;Deadeye's Strike ;Level 3;Damage +10%;ATK;1;1;5;Enemy;30;-;extra crit chance;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;A3;Deadeye's Strike ;Level 4;Cooldown -1;ATK;1;1;4;Enemy;30;-;extra crit chance;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Harrier;P1;Skillful Partner [P] ;Level 1;-;-;1;1;-;Enemy;-;50;Ignore DEF;Target;-;Taller on Team and Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A1;Power Drain ;Level 1;-;DEF;1;1;-;Enemy;50;10;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A1;Power Drain ;Level 2;Damage +5%;DEF;1;1;-;Enemy;50;10;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A1;Power Drain ;Level 3;Damage +5%;DEF;1;1;-;Enemy;50;10;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A1;Power Drain ;Level 4;Damage +5%;DEF;1;1;-;Enemy;50;10;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A1;Power Drain ;Level 5;Damage +5%;DEF;1;1;-;Enemy;50;10;Dec Meter;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A2;Damage Control ;Level 1;-;-;1;1;4;Ally;-;-;Unkillable;Target Ally;2;-;-;25;Inc ATK;Target Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A2;Damage Control ;Level 2;Cooldown -1;-;1;1;3;Ally;-;-;Unkillable;Target Ally;2;-;-;25;Inc ATK;Target Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A2;Damage Control ;Level 3;Cooldown -1;-;1;1;2;Ally;-;-;Unkillable;Target Ally;2;-;-;25;Inc ATK;Target Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A3;Life Shackles ;Level 1;-;DEF;random;3;5;Enemy;30;100;Heal Red;Target;2;-;30;50;Dec ATK;Target Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A3;Life Shackles ;Level 2;Chance +5%;DEF;random;3;5;Enemy;35;100;Heal Red;Target;2;-;30;50;Dec ATK;Target Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A3;Life Shackles ;Level 3;Chance +5%;DEF;random;3;5;Enemy;40;100;Heal Red;Target;2;-;30;50;Dec ATK;Target Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A3;Life Shackles ;Level 4;Chance +10%;DEF;random;3;5;Enemy;50;100;Heal Red;Target;2;-;30;50;Dec ATK;Target Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Paragon;A3;Life Shackles ;Level 5;Cooldown -1;DEF;random;3;4;Enemy;50;100;Heal Red;Target;2;-;30;50;Dec ATK;Target Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A1;Sword of Faith ;Level 1;-;ATK;1;2;-;Enemy;30;25;Dec ATK;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A1;Sword of Faith ;Level 2;Damage +5%;ATK;1;2;-;Enemy;30;25;Dec ATK;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A1;Sword of Faith ;Level 3;Damage +5%;ATK;1;2;-;Enemy;30;25;Dec ATK;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A1;Sword of Faith ;Level 4;Chance +10%;ATK;1;2;-;Enemy;40;25;Dec ATK;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A1;Sword of Faith ;Level 5;Chance +10%;ATK;1;2;-;Enemy;50;25;Dec ATK;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A1;Sword of Faith ;Level 6;Damage +10%;ATK;1;2;-;Enemy;50;25;Dec ATK;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A2;Counter ;Level 1;-;ATK;1;1;3;Enemy;-;-;Counter;Self;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A2;Counter ;Level 2;Damage +5%;ATK;1;1;3;Enemy;-;-;Counter;Self;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A2;Counter ;Level 3;Damage +5%;ATK;1;1;3;Enemy;-;-;Counter;Self;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A2;Counter ;Level 4;Damage +5%;ATK;1;1;3;Enemy;-;-;Counter;Self;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A2;Counter ;Level 5;Cooldown -1;ATK;1;1;2;Enemy;-;-;Counter;Self;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Penitent;A3;Unshakable Faith ;Level 1;-;-;1;1;5;Self;-;-;Remove ALL Debuffs;Self;-;-;-;-;block debuffs;Self;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A1;Agonize ;Level 1;-;DEF/ATK;1;2;-;Enemy;25;25;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A1;Agonize ;Level 2;Damage +5%;DEF/ATK;1;2;-;Enemy;25;25;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A1;Agonize ;Level 3;Chance +5%;DEF/ATK;1;2;-;Enemy;30;25;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A1;Agonize ;Level 4;Damage +10%;DEF/ATK;1;2;-;Enemy;30;25;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A1;Agonize ;Level 5;Chance +10%;DEF/ATK;1;2;-;Enemy;40;25;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A2;Flesh Warp ;Level 1;-;DEF/ATK;ALL;1;4;Enemy;35;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A2;Flesh Warp ;Level 2;Damage +5%;DEF/ATK;ALL;1;4;Enemy;35;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A2;Flesh Warp ;Level 3;Chance +5%;DEF/ATK;ALL;1;4;Enemy;40;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A2;Flesh Warp ;Level 4;Damage +10%;DEF/ATK;ALL;1;4;Enemy;40;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A2;Flesh Warp ;Level 5;Chance +10%;DEF/ATK;ALL;1;4;Enemy;50;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A2;Flesh Warp ;Level 6;Cooldown -1;DEF/ATK;ALL;1;3;Enemy;50;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A3;Appropriate ;Level 1;-;DEF;1;1;5;Enemy;-;-;Steal ALL Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A3;Appropriate ;Level 2;Damage +5%;DEF;1;1;5;Enemy;-;-;Steal ALL Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A3;Appropriate ;Level 3;Damage +5%;DEF;1;1;5;Enemy;-;-;Steal ALL Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A3;Appropriate ;Level 4;Cooldown -1;DEF;1;1;4;Enemy;-;-;Steal ALL Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A3;Appropriate ;Level 5;Damage +10%;DEF;1;1;4;Enemy;-;-;Steal ALL Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Peydma;A3;Appropriate ;Level 6;Cooldown -1;DEF;1;1;3;Enemy;-;-;Steal ALL Buffs;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Magic Ally ATK in all Battles by 20%.;Pounder;A1;Bonebreaker ;Level 1;-;DEF;1;1;-;Enemy;25;25;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Pounder;A1;Bonebreaker ;Level 2;Damage +5%;DEF;1;1;-;Enemy;25;25;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Pounder;A1;Bonebreaker ;Level 3;Damage +5%;DEF;1;1;-;Enemy;25;25;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Pounder;A1;Bonebreaker ;Level 4;Chance +5%;DEF;1;1;-;Enemy;30;25;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Pounder;A1;Bonebreaker ;Level 5;Chance +5%;DEF;1;1;-;Enemy;35;25;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Pounder;A2;Spreading Ice ;Level 1;-;DEF;1;1;4;Enemy;75;-;Freeze;Target;1;-;25;-;Freeze;Random Enemy;1;Freeze;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Pounder;A2;Spreading Ice ;Level 2;Chance +5%;DEF;1;1;4;Enemy;80;-;Freeze;Target;1;-;30;-;Freeze;Random Enemy;1;Freeze;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Pounder;A2;Spreading Ice ;Level 3;Chance +10%;DEF;1;1;4;Enemy;90;-;Freeze;Target;1;-;40;-;Freeze;Random Enemy;1;Freeze;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Pounder;A2;Spreading Ice ;Level 4;Chance +10%;DEF;1;1;4;Enemy;100;-;Freeze;Target;1;-;50;-;Freeze;Random Enemy;1;Freeze;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Pounder;A2;Spreading Ice ;Level 5;Cooldown -1;DEF;1;1;3;Enemy;100;-;Freeze;Target;1;-;50;-;Freeze;Random Enemy;1;Freeze;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Pounder;P1;Tower of Power [Passive] ;Level 1;-;-;ALL;1;-;Ally;-;15;Inc RES per Buff;All Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally HP in all Battles by 17%.;Preserver;A1;Exhausting Assault ;Level 1;-;ATK;1;2;-;Enemy;15;30;Dec SPD;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Preserver;A1;Exhausting Assault ;Level 2;Damage +5%;ATK;1;2;-;Enemy;15;30;Dec SPD;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
